customerid,last_purchase_date,frequency,monetary,recency,r_score,f_score,m_score,segment
17337.0,2011-07-11 14:55:00,4,2027.8700000000001,151,4,2,2,New customers
17338.0,2011-11-22 14:23:00,8,6643.93,17,2,1,1,Inactive customers
17339.0,2011-09-06 13:29:00,2,243.36,94,4,4,5,High-value customers
17340.0,2011-11-10 10:45:00,11,12353.29,30,2,1,1,Inactive customers
17341.0,2011-07-06 12:33:00,3,781.36,157,4,3,3,Regular customers
17343.0,2010-12-19 15:07:00,1,193.64,355,5,5,5,High-value customers
17344.0,2011-10-24 12:56:00,1,160.57,46,3,5,5,Regular customers
17345.0,2011-11-24 15:03:00,4,537.74,15,2,2,3,At-risk customers
17346.0,2011-12-06 12:18:00,15,2676.56,4,1,1,1,Inactive customers
17347.0,2011-09-14 13:12:00,1,228.96,86,4,5,5,High-value customers
17348.0,2011-11-25 11:25:00,5,1159.52,15,2,2,2,At-risk customers
17349.0,2011-06-13 14:29:00,1,110.75,179,5,5,5,High-value customers
17350.0,2011-12-01 15:47:00,4,1286.07,8,1,2,2,At-risk customers
17351.0,2011-11-03 18:45:00,3,587.15,36,3,3,3,Regular customers
17353.0,2011-08-02 17:19:00,2,1740.0,129,4,4,2,Loyal customers
17354.0,2011-10-20 10:34:00,1,1393.06,51,3,5,2,Inactive customers
17356.0,2011-02-01 11:07:00,1,178.22,312,5,5,5,High-value customers
17357.0,2011-11-15 16:30:00,2,388.14,24,2,4,4,Regular customers
17358.0,2011-02-09 16:57:00,2,365.85,303,5,4,4,High-value customers
17359.0,2011-11-28 14:37:00,1,127.86,11,1,5,5,Regular customers
17360.0,2011-11-22 13:11:00,3,585.79,17,2,3,3,Regular customers
17361.0,2011-10-21 15:43:00,3,488.2,49,3,3,4,Regular customers
17362.0,2011-04-14 14:43:00,2,312.23,239,5,4,4,High-value customers
17364.0,2011-12-09 09:00:00,11,4481.18,1,1,1,1,Inactive customers
17365.0,2011-11-27 12:13:00,8,4801.56,13,1,1,1,Inactive customers
17367.0,2011-04-15 14:21:00,1,168.4,238,5,5,5,High-value customers
17368.0,2011-11-16 15:26:00,8,1912.67,23,2,1,2,Inactive customers
17370.0,2011-09-28 10:14:00,4,446.18,73,4,2,4,New customers
17371.0,2011-11-22 13:30:00,3,423.89,17,2,3,4,Regular customers
17372.0,2011-10-30 11:37:00,8,1342.68,41,3,1,2,Inactive customers
17373.0,2011-10-30 15:28:00,4,646.92,40,3,2,3,Inactive customers
17374.0,2011-05-05 09:05:00,2,495.77,219,5,4,3,Loyal customers
17375.0,2011-05-24 15:45:00,3,400.1,199,5,3,4,Regular customers
17376.0,2011-09-30 12:36:00,2,203.2,71,3,4,5,Regular customers
17377.0,2011-11-16 11:17:00,20,4100.92,24,2,1,1,Inactive customers
17379.0,2011-11-28 13:56:00,1,404.66,11,1,5,4,Regular customers
17381.0,2011-12-01 11:59:00,29,20275.61,9,1,1,1,Inactive customers
17382.0,2011-10-05 13:05:00,1,65.4,65,3,5,5,Regular customers
17383.0,2011-12-05 17:36:00,1,199.29,4,1,5,5,Regular customers
17384.0,2011-11-20 15:48:00,2,336.4,19,2,4,4,Regular customers
17385.0,2011-11-25 11:02:00,1,261.11,15,2,5,4,Regular customers
17386.0,2011-12-02 11:28:00,6,2686.42,8,1,1,1,Inactive customers
17387.0,2011-11-20 11:00:00,2,784.11,20,2,4,3,Regular customers
17388.0,2011-09-23 10:31:00,4,1259.56,78,4,2,2,New customers
17389.0,2011-12-09 09:38:00,34,31833.68,1,1,1,1,Inactive customers
17391.0,2011-06-29 09:58:00,2,508.8,164,4,4,3,Loyal customers
17392.0,2011-02-06 12:48:00,2,457.91,307,5,4,4,High-value customers
17394.0,2011-05-04 13:22:00,1,203.86999999999998,219,5,5,5,High-value customers
17396.0,2011-10-31 14:12:00,8,7330.8,39,3,1,1,Inactive customers
17397.0,2011-11-17 14:08:00,2,696.41,22,2,4,3,Regular customers
17398.0,2011-08-17 09:48:00,3,653.38,115,4,3,3,Regular customers
17400.0,2011-08-05 15:38:00,5,2129.96,126,4,2,1,New customers
17402.0,2011-12-05 10:15:00,13,2633.85,5,1,1,1,Inactive customers
17403.0,2011-11-03 15:18:00,1,281.62,36,3,5,4,Regular customers
17404.0,2011-12-05 16:26:00,15,31906.82,4,1,1,1,Inactive customers
17405.0,2011-12-08 17:12:00,3,1031.41,1,1,3,2,At-risk customers
17406.0,2011-01-10 15:07:00,3,2200.42,333,5,3,1,Inactive customers
17408.0,2011-06-29 12:53:00,1,32.65,163,4,5,5,High-value customers
17409.0,2011-06-08 10:36:00,2,771.85,185,5,4,3,Loyal customers
17410.0,2011-11-23 15:46:00,5,1214.72,16,2,2,2,At-risk customers
17411.0,2011-11-27 14:25:00,3,778.94,12,1,3,3,Regular customers
17412.0,2011-12-07 11:36:00,7,1258.06,3,1,1,2,Inactive customers
17414.0,2011-10-27 12:13:00,2,778.0,44,3,4,3,Regular customers
17415.0,2011-09-21 12:50:00,1,507.84,80,4,5,3,Loyal customers
17416.0,2011-11-10 12:47:00,7,6893.42,30,2,1,1,Inactive customers
17418.0,2011-10-28 13:00:00,2,463.46000000000004,42,3,4,4,Regular customers
17419.0,2011-11-28 13:47:00,12,4226.57,11,1,1,1,Inactive customers
17420.0,2011-10-20 14:52:00,3,598.83,50,3,3,3,Regular customers
17422.0,2011-11-23 13:27:00,6,1979.37,16,2,1,2,Inactive customers
17423.0,2011-10-24 13:36:00,2,698.41,46,3,4,3,Regular customers
17425.0,2011-11-20 15:30:00,2,759.17,19,2,4,3,Regular customers
17426.0,2011-12-01 18:07:00,6,5037.26,8,1,1,1,Inactive customers
17427.0,2011-09-29 11:29:00,1,100.8,72,4,5,5,High-value customers
17428.0,2011-12-09 09:45:00,28,17256.85,1,1,1,1,Inactive customers
17429.0,2011-08-03 13:22:00,3,524.9200000000001,128,4,3,3,Regular customers
17430.0,2011-11-07 09:24:00,2,265.76,33,3,4,4,Regular customers
17431.0,2011-01-30 14:36:00,1,403.3,313,5,5,4,High-value customers
17432.0,2011-11-21 17:33:00,2,365.76,18,2,4,4,Regular customers
17433.0,2011-09-12 14:24:00,1,303.15999999999997,88,4,5,4,High-value customers
17434.0,2011-12-07 13:16:00,7,2373.82,2,1,1,1,Inactive customers
17436.0,2011-12-08 12:30:00,2,216.29999999999998,2,1,4,5,Regular customers
17438.0,2011-03-31 10:26:00,1,388.45000000000005,254,5,5,4,High-value customers
17440.0,2011-07-06 11:54:00,3,186.42000000000002,157,4,3,5,Regular customers
17442.0,2011-11-03 09:17:00,6,2248.56,37,3,1,1,Inactive customers
17443.0,2011-05-04 10:47:00,1,534.24,220,5,5,3,Loyal customers
17444.0,2011-07-15 12:05:00,3,2940.04,148,4,3,1,Inactive customers
17446.0,2011-06-16 10:42:00,2,120.9,177,4,4,5,High-value customers
17447.0,2011-10-30 14:18:00,2,541.53,40,3,4,3,Regular customers
17449.0,2011-12-07 16:56:00,7,2520.86,2,1,1,1,Inactive customers
17450.0,2011-12-01 13:29:00,46,194550.79,8,1,1,1,Inactive customers
17451.0,2011-12-08 15:02:00,7,1721.4,1,1,1,2,Inactive customers
17453.0,2011-11-22 09:42:00,2,486.71999999999997,18,2,4,4,Regular customers
17454.0,2011-05-31 13:58:00,4,517.53,192,5,2,3,New customers
17455.0,2011-05-20 12:31:00,1,131.7,204,5,5,5,High-value customers
17456.0,2010-12-09 15:23:00,1,249.86,365,5,5,5,High-value customers
17457.0,2011-08-05 12:48:00,5,1737.7,127,4,2,2,New customers
17458.0,2011-11-24 13:01:00,1,316.5,15,2,5,4,Regular customers
17459.0,2011-10-27 13:25:00,2,657.3,43,3,4,3,Regular customers
17460.0,2011-09-06 15:04:00,6,622.4300000000001,94,4,1,3,New customers
17461.0,2011-11-17 10:21:00,3,757.46,23,2,3,3,Regular customers
17462.0,2011-10-10 13:56:00,2,675.69,60,3,4,3,Regular customers
17463.0,2011-11-23 13:40:00,5,1896.41,16,2,2,2,At-risk customers
17464.0,2011-07-04 13:19:00,1,289.96000000000004,158,4,5,4,High-value customers
17466.0,2011-11-29 13:15:00,2,763.28,10,1,4,3,Regular customers
17468.0,2011-11-29 15:33:00,2,137.0,10,1,4,5,Regular customers
17469.0,2011-11-23 13:15:00,5,1870.97,16,2,2,2,At-risk customers
17470.0,2011-10-26 12:42:00,5,1125.07,45,3,2,2,Inactive customers
17472.0,2011-06-01 14:57:00,3,710.29,191,5,3,3,Regular customers
17475.0,2011-09-21 14:55:00,1,194.37,79,4,5,5,High-value customers
17480.0,2011-09-23 11:39:00,1,511.82,78,4,5,3,Loyal customers
17481.0,2011-12-06 12:28:00,4,1255.59,4,1,2,2,At-risk customers
17483.0,2011-10-05 13:10:00,3,414.04,65,3,3,4,Regular customers
17486.0,2011-03-23 14:00:00,1,396.87,261,5,5,4,High-value customers
17489.0,2011-10-12 08:56:00,2,376.64,59,3,4,4,Regular customers
17490.0,2011-12-09 09:08:00,7,2092.32,1,1,1,1,Inactive customers
17491.0,2011-12-08 16:18:00,10,3558.87,1,1,1,1,Inactive customers
17492.0,2011-04-05 15:21:00,1,374.57,248,5,5,4,High-value customers
17495.0,2011-12-02 12:08:00,2,497.56,8,1,4,3,Regular customers
17496.0,2010-12-16 08:39:00,1,271.05,359,5,5,4,High-value customers
17498.0,2011-09-25 12:25:00,1,272.22,76,4,5,4,High-value customers
17499.0,2011-02-23 09:14:00,1,622.88,290,5,5,3,Loyal customers
17500.0,2011-11-22 14:25:00,3,1138.0,17,2,3,2,At-risk customers
17501.0,2011-05-03 09:47:00,2,288.6,221,5,4,4,High-value customers
17502.0,2011-11-30 13:13:00,4,689.1,9,1,2,3,At-risk customers
17503.0,2011-12-07 09:18:00,2,558.96,3,1,4,3,Regular customers
17504.0,2011-05-17 12:59:00,9,2997.0299999999997,206,5,1,1,New customers
17505.0,2011-07-01 12:50:00,2,1145.84,162,4,4,2,Loyal customers
17506.0,2011-09-25 11:39:00,1,302.2,76,4,5,4,High-value customers
17507.0,2011-03-23 11:48:00,2,605.58,262,5,4,3,Loyal customers
17508.0,2011-03-04 08:10:00,1,387.31,281,5,5,4,High-value customers
17509.0,2011-10-13 10:26:00,8,6115.14,58,3,1,1,Inactive customers
17510.0,2011-11-15 10:00:00,1,308.48,25,2,5,4,Regular customers
17511.0,2011-12-07 10:12:00,31,91062.38,3,1,1,1,Inactive customers
17512.0,2011-11-11 12:11:00,10,2924.9900000000002,29,2,1,1,Inactive customers
17513.0,2011-09-28 16:42:00,1,513.2,72,4,5,3,Loyal customers
17514.0,2011-08-03 15:45:00,1,208.65,128,4,5,5,High-value customers
17515.0,2011-11-08 14:04:00,4,639.02,31,2,2,3,At-risk customers
17516.0,2011-11-24 16:51:00,5,768.08,15,2,2,3,At-risk customers
17517.0,2011-02-04 11:48:00,1,153.94,309,5,5,5,High-value customers
17519.0,2011-11-22 16:43:00,6,1844.02,17,2,1,2,Inactive customers
17520.0,2011-10-17 12:04:00,1,546.81,54,3,5,3,Regular customers
17521.0,2011-11-10 11:22:00,3,723.2099999999999,30,2,3,3,Regular customers
17522.0,2011-12-08 12:31:00,5,1070.71,2,1,2,2,At-risk customers
17523.0,2011-11-28 13:20:00,4,652.74,11,1,2,3,At-risk customers
17524.0,2010-12-13 14:32:00,1,145.0,361,5,5,5,High-value customers
17525.0,2010-12-15 12:05:00,1,422.70000000000005,360,5,5,4,High-value customers
17526.0,2011-12-05 11:05:00,4,1195.8999999999999,5,1,2,2,At-risk customers
17527.0,2011-10-17 12:32:00,4,939.37,54,3,2,3,Inactive customers
17528.0,2011-12-08 13:27:00,8,3628.5,1,1,1,1,Inactive customers
17530.0,2011-12-08 18:42:00,10,2385.0,1,1,1,1,Inactive customers
17531.0,2011-06-02 19:17:00,1,296.7,190,5,5,4,High-value customers
17534.0,2011-10-17 12:47:00,1,223.36,54,3,5,5,Regular customers
17535.0,2011-03-04 15:20:00,1,164.4,280,5,5,5,High-value customers
17536.0,2011-06-15 13:23:00,1,76.5,177,4,5,5,High-value customers
17537.0,2011-11-10 10:56:00,2,897.62,30,2,4,3,Regular customers
17538.0,2011-11-14 12:12:00,1,98.42,26,2,5,5,Regular customers
17540.0,2011-11-15 11:56:00,2,578.9,25,2,4,3,Regular customers
17542.0,2011-03-15 11:45:00,1,170.75,270,5,5,5,High-value customers
17545.0,2011-10-27 14:04:00,3,645.96,43,3,3,3,Regular customers
17548.0,2011-04-20 12:01:00,1,103.3,234,5,5,5,High-value customers
17549.0,2011-11-16 09:59:00,2,148.86,24,2,4,5,Regular customers
17550.0,2011-05-26 14:09:00,3,267.16,197,5,3,4,Regular customers
17551.0,2010-12-15 14:12:00,1,306.84,359,5,5,4,High-value customers
17552.0,2011-10-10 17:00:00,4,930.41,60,3,2,3,Inactive customers
17553.0,2011-08-02 10:00:00,1,1487.6,130,4,5,2,Loyal customers
17554.0,2011-12-08 14:15:00,5,1952.45,1,1,2,2,At-risk customers
17555.0,2011-11-20 12:22:00,2,483.26,20,2,4,4,Regular customers
17556.0,2011-05-18 10:48:00,1,157.9,206,5,5,5,High-value customers
17557.0,2011-11-25 12:57:00,3,541.46,14,2,3,3,Regular customers
17560.0,2011-09-06 09:18:00,4,854.95,95,4,2,3,New customers
17561.0,2011-11-20 12:53:00,1,167.62,19,2,5,5,Regular customers
17562.0,2011-11-25 14:21:00,7,1122.38,14,2,1,2,Inactive customers
17564.0,2011-11-15 13:27:00,3,454.01,24,2,3,4,Regular customers
17566.0,2011-12-01 19:54:00,2,901.21,8,1,4,3,Regular customers
17567.0,2011-12-02 15:48:00,8,4331.48,7,1,1,1,Inactive customers
17569.0,2011-01-11 14:15:00,1,344.14,332,5,5,4,High-value customers
17571.0,2011-10-20 15:57:00,4,1498.51,50,3,2,2,Inactive customers
17572.0,2011-09-29 17:53:00,4,226.75000000000003,71,3,2,5,Inactive customers
17573.0,2011-11-10 13:01:00,3,380.6,29,2,3,4,Regular customers
17574.0,2011-04-11 09:47:00,1,185.65,243,5,5,5,High-value customers
17576.0,2011-12-01 17:56:00,19,3622.68,8,1,1,1,Inactive customers
17578.0,2011-05-05 18:38:00,1,143.45999999999998,218,5,5,5,High-value customers
17579.0,2011-12-05 12:28:00,3,448.90000000000003,5,1,3,4,Regular customers
17580.0,2011-04-01 12:41:00,3,215.72,253,5,3,5,Regular customers
17581.0,2011-12-09 12:21:00,25,11045.04,1,1,1,1,Inactive customers
17582.0,2011-04-17 13:18:00,1,175.27,236,5,5,5,High-value customers
17584.0,2011-12-02 17:12:00,2,1242.3,7,1,4,2,At-risk customers
17585.0,2011-08-22 13:30:00,4,1133.07,109,4,2,2,New customers
17588.0,2011-08-31 13:37:00,3,1240.2,100,4,3,2,Inactive customers
17589.0,2011-10-10 16:58:00,4,2404.17,60,3,2,1,Inactive customers
17590.0,2011-12-07 12:55:00,3,1479.22,2,1,3,2,At-risk customers
17591.0,2011-09-27 13:42:00,7,2225.9700000000003,73,4,1,1,New customers
17593.0,2011-12-06 10:30:00,5,3927.34,4,1,2,1,At-risk customers
17594.0,2011-09-15 16:34:00,2,993.18,85,4,4,2,Loyal customers
17595.0,2011-11-27 16:08:00,2,388.79,12,1,4,4,Regular customers
17596.0,2011-11-16 14:11:00,7,2827.93,23,2,1,1,Inactive customers
17597.0,2011-05-10 11:54:00,1,2044.3700000000001,214,5,5,2,Loyal customers
17600.0,2011-11-22 09:43:00,1,161.67000000000002,18,2,5,5,Regular customers
17601.0,2011-04-14 18:02:00,1,116.00999999999999,239,5,5,5,High-value customers
17602.0,2011-12-07 13:53:00,6,5102.97,2,1,1,1,Inactive customers
17603.0,2011-09-22 14:18:00,1,394.72,78,4,5,4,High-value customers
17604.0,2011-05-06 13:43:00,2,309.36,217,5,4,4,High-value customers
17608.0,2011-11-06 13:06:00,2,193.42,33,3,4,5,Regular customers
17609.0,2011-10-30 12:28:00,5,1112.22,41,3,2,2,Inactive customers
17611.0,2011-12-02 13:29:00,15,3984.22,7,1,1,1,Inactive customers
17612.0,2011-10-17 14:59:00,6,2048.45,53,3,1,2,Inactive customers
17613.0,2011-11-17 10:51:00,14,4559.150000000001,23,2,1,1,Inactive customers
17614.0,2011-10-13 16:01:00,1,390.07,57,3,5,4,Regular customers
17615.0,2011-08-01 14:06:00,3,329.6,130,4,3,4,Regular customers
17616.0,2011-06-19 10:11:00,3,571.1999999999999,174,4,3,3,Regular customers
17618.0,2011-12-04 11:50:00,3,971.58,6,1,3,2,At-risk customers
17619.0,2011-01-31 14:18:00,1,218.52,312,5,5,5,High-value customers
17620.0,2011-10-11 12:08:00,1,81.44,60,3,5,5,Regular customers
17621.0,2011-11-18 17:11:00,3,1379.9,21,2,3,2,At-risk customers
17623.0,2011-11-07 11:32:00,1,527.0500000000001,33,3,5,3,Regular customers
17624.0,2011-11-25 10:52:00,2,843.48,15,2,4,3,Regular customers
17625.0,2011-11-21 13:36:00,4,2047.0,18,2,2,2,At-risk customers
17628.0,2011-09-19 15:21:00,1,75.75,81,4,5,5,High-value customers
17629.0,2011-12-04 10:56:00,8,1814.12,6,1,1,2,Inactive customers
17630.0,2011-06-23 11:58:00,2,503.59999999999997,170,4,4,3,Loyal customers
17631.0,2011-12-08 09:47:00,3,528.33,2,1,3,3,Regular customers
17633.0,2011-11-08 13:25:00,4,1324.84,31,2,2,2,At-risk customers
17634.0,2011-11-03 13:09:00,9,2361.9700000000003,36,3,1,1,Inactive customers
17636.0,2011-11-20 14:40:00,1,285.56,19,2,5,4,Regular customers
17637.0,2011-11-08 12:51:00,2,547.0600000000001,31,2,4,3,Regular customers
17639.0,2011-03-08 15:22:00,1,108.5,276,5,5,5,High-value customers
17640.0,2011-09-14 09:13:00,1,621.66,87,4,5,3,Loyal customers
17642.0,2011-08-12 09:11:00,2,712.29,120,4,4,3,Loyal customers
17643.0,2010-12-01 14:38:00,1,101.55,373,5,5,5,High-value customers
17644.0,2011-12-08 13:43:00,11,2895.64,1,1,1,1,Inactive customers
17646.0,2011-05-04 13:17:00,3,1008.39,219,5,3,2,Inactive customers
17647.0,2011-10-05 15:38:00,1,133.06,65,3,5,5,Regular customers
17648.0,2011-10-10 09:41:00,4,1797.5,61,3,2,2,Inactive customers
17649.0,2011-07-24 15:53:00,1,868.49,138,4,5,3,Loyal customers
17650.0,2011-11-18 14:52:00,1,166.08,21,2,5,5,Regular customers
17651.0,2011-11-28 10:29:00,10,3945.0,12,1,1,1,Inactive customers
17652.0,2011-11-14 12:55:00,12,4867.72,25,2,1,1,Inactive customers
17653.0,2011-11-03 12:46:00,4,1207.56,37,3,2,2,Inactive customers
17654.0,2011-03-07 13:17:00,1,117.55,277,5,5,5,High-value customers
17655.0,2011-11-29 11:34:00,7,2638.94,11,1,1,1,Inactive customers
17656.0,2011-09-27 13:04:00,5,1674.69,73,4,2,2,New customers
17658.0,2011-11-14 12:07:00,2,595.42,26,2,4,3,Regular customers
17659.0,2011-11-22 13:29:00,12,2999.46,17,2,1,1,Inactive customers
17660.0,2011-07-21 13:37:00,1,196.0,141,4,5,5,High-value customers
17663.0,2011-11-14 08:56:00,7,1802.91,26,2,1,2,Inactive customers
17664.0,2011-11-21 11:29:00,2,604.64,19,2,4,3,Regular customers
17666.0,2011-12-06 09:06:00,2,728.16,4,1,4,3,Regular customers
17667.0,2011-10-04 14:32:00,5,2055.51,66,3,2,2,Inactive customers
17668.0,2011-12-08 13:25:00,2,347.75,1,1,4,4,Regular customers
17669.0,2011-10-28 08:53:00,7,3406.7200000000003,43,3,1,1,Inactive customers
17670.0,2011-04-26 09:12:00,1,205.7,228,5,5,5,High-value customers
17671.0,2011-11-24 12:21:00,4,1572.71,16,2,2,2,At-risk customers
17672.0,2011-10-20 14:18:00,2,3178.17,50,3,4,1,Inactive customers
17673.0,2011-12-08 12:50:00,6,1629.12,2,1,1,2,Inactive customers
17674.0,2011-09-26 13:35:00,2,551.04,74,4,4,3,Loyal customers
17675.0,2011-12-08 18:03:00,31,20374.28,1,1,1,1,Inactive customers
17676.0,2011-12-05 15:16:00,6,1387.68,4,1,1,2,Inactive customers
17677.0,2011-12-08 09:56:00,30,16363.23,2,1,1,1,Inactive customers
17678.0,2011-03-21 11:52:00,1,298.11,264,5,5,4,High-value customers
17679.0,2011-10-18 07:43:00,2,1992.1100000000001,53,3,4,2,Inactive customers
17680.0,2011-11-16 12:42:00,1,184.4,24,2,5,5,Regular customers
17682.0,2011-11-29 15:59:00,6,2474.33,10,1,1,1,Inactive customers
17684.0,2011-10-27 11:10:00,1,239.41,44,3,5,5,Regular customers
17685.0,2011-11-23 11:36:00,7,3191.53,17,2,1,1,Inactive customers
17686.0,2011-12-02 15:39:00,7,5739.46,7,1,1,1,Inactive customers
17690.0,2011-11-09 15:17:00,15,4757.95,30,2,1,1,Inactive customers
17691.0,2010-12-16 17:20:00,2,290.40000000000003,358,5,4,4,High-value customers
17692.0,2011-08-04 14:01:00,4,740.9399999999999,127,4,2,3,New customers
17693.0,2011-07-25 15:48:00,1,200.47,137,4,5,5,High-value customers
17694.0,2011-07-21 12:00:00,1,283.12,142,4,5,4,High-value customers
17695.0,2011-07-31 10:40:00,2,765.34,132,4,4,3,Loyal customers
17696.0,2011-11-01 13:43:00,8,2285.71,38,3,1,1,Inactive customers
17697.0,2011-04-17 15:40:00,1,338.95,236,5,5,4,High-value customers
17698.0,2011-03-24 11:34:00,1,154.95,261,5,5,5,High-value customers
17700.0,2011-11-23 11:51:00,4,2534.64,17,2,2,1,At-risk customers
17701.0,2011-04-01 12:25:00,1,417.95,253,5,5,4,High-value customers
17702.0,2011-11-09 16:03:00,4,1824.37,30,2,2,2,At-risk customers
17703.0,2011-11-04 15:51:00,3,798.74,35,3,3,3,Regular customers
17704.0,2011-06-24 09:40:00,2,885.19,169,4,4,3,Loyal customers
17705.0,2011-12-06 13:45:00,9,1823.52,3,1,1,2,Inactive customers
17706.0,2011-12-05 13:34:00,17,10504.49,4,1,1,1,Inactive customers
17707.0,2011-06-07 15:03:00,2,152.4,185,5,4,5,High-value customers
17708.0,2011-06-05 10:12:00,2,267.08,188,5,4,4,High-value customers
17709.0,2011-06-23 11:55:00,1,137.45,170,4,5,5,High-value customers
17711.0,2011-11-29 11:40:00,2,385.1,11,1,4,4,Regular customers
17712.0,2011-10-26 12:28:00,1,522.91,45,3,5,3,Regular customers
17714.0,2011-01-23 10:32:00,1,153.0,321,5,5,5,High-value customers
17715.0,2011-05-23 12:32:00,1,326.4,201,5,5,4,High-value customers
17716.0,2011-11-17 12:00:00,11,5655.99,23,2,1,1,Inactive customers
17718.0,2011-04-21 13:39:00,1,139.35,232,5,5,5,High-value customers
17719.0,2011-11-02 10:36:00,15,5396.04,38,3,1,1,Inactive customers
17720.0,2011-11-13 15:04:00,4,1195.94,26,2,2,2,At-risk customers
17722.0,2011-09-04 15:22:00,4,2424.04,96,4,2,1,New customers
17723.0,2011-08-04 18:37:00,6,3276.4000000000005,127,4,1,1,New customers
17724.0,2011-09-29 15:26:00,3,1033.0,71,3,3,2,Inactive customers
17725.0,2011-11-23 16:34:00,11,3439.08,16,2,1,1,Inactive customers
17727.0,2011-11-24 17:06:00,1,1060.25,15,2,5,2,At-risk customers
17728.0,2011-12-06 08:52:00,3,2876.01,4,1,3,1,At-risk customers
17730.0,2011-12-06 15:43:00,13,5298.4800000000005,3,1,1,1,Inactive customers
17731.0,2011-09-21 15:02:00,4,1240.11,79,4,2,2,New customers
17732.0,2010-12-02 09:29:00,1,303.97,373,5,5,4,High-value customers
17733.0,2011-11-01 08:16:00,2,692.19,39,3,4,3,Regular customers
17734.0,2011-10-17 12:33:00,3,700.63,54,3,3,3,Regular customers
17735.0,2011-12-07 16:47:00,19,13110.02,2,1,1,1,Inactive customers
17736.0,2011-11-30 15:36:00,3,377.44,9,1,3,4,Regular customers
17737.0,2011-11-30 15:16:00,2,168.24,9,1,4,5,Regular customers
17738.0,2011-11-20 15:05:00,4,1879.05,19,2,2,2,At-risk customers
17739.0,2011-11-28 09:12:00,7,2791.35,12,1,1,1,Inactive customers
17742.0,2011-08-18 15:28:00,2,355.11,113,4,4,4,High-value customers
17744.0,2011-12-06 12:11:00,6,2322.4,4,1,1,1,Inactive customers
17746.0,2011-04-13 14:31:00,1,110.25,240,5,5,5,High-value customers
17747.0,2011-08-19 08:13:00,1,71.4,113,4,5,5,High-value customers
17749.0,2011-06-14 15:45:00,2,674.52,178,4,4,3,Loyal customers
17750.0,2011-12-04 14:09:00,9,1797.57,5,1,1,2,Inactive customers
17752.0,2010-12-15 16:19:00,1,80.64,359,5,5,5,High-value customers
17754.0,2011-12-09 11:20:00,5,1772.26,1,1,2,2,At-risk customers
17757.0,2011-12-08 15:31:00,30,5605.29,1,1,1,1,Inactive customers
17758.0,2011-11-20 14:45:00,8,3456.7000000000003,19,2,1,1,Inactive customers
17759.0,2011-11-22 16:02:00,3,834.99,17,2,3,3,Regular customers
17760.0,2011-11-18 10:56:00,2,287.59,22,2,4,4,Regular customers
17761.0,2011-11-07 10:23:00,1,712.78,33,3,5,3,Regular customers
17763.0,2011-03-21 14:25:00,1,15.0,263,5,5,5,High-value customers
17764.0,2011-10-20 11:03:00,2,818.8199999999999,51,3,4,3,Regular customers
17765.0,2011-07-04 12:41:00,3,371.88,159,4,3,4,Regular customers
17767.0,2011-11-24 14:42:00,1,271.2,15,2,5,4,Regular customers
17768.0,2011-12-01 13:22:00,3,2273.1800000000003,8,1,3,1,At-risk customers
17769.0,2011-11-27 11:18:00,10,3997.98,13,1,1,1,Inactive customers
17770.0,2011-05-25 12:34:00,5,1143.27,199,5,2,2,New customers
17771.0,2011-10-14 11:43:00,2,245.81,57,3,4,5,Regular customers
17772.0,2011-11-29 11:05:00,2,182.77,11,1,4,5,Regular customers
17774.0,2011-09-04 12:49:00,4,1225.41,97,4,2,2,New customers
17775.0,2011-03-30 10:50:00,1,56.4,255,5,5,5,High-value customers
17777.0,2011-11-15 12:02:00,3,665.86,25,2,3,3,Regular customers
17779.0,2011-11-18 14:15:00,3,658.57,21,2,3,3,Regular customers
17781.0,2011-07-03 16:00:00,2,188.02,159,4,4,5,High-value customers
17783.0,2011-09-28 16:07:00,2,283.47,72,4,4,4,High-value customers
17785.0,2011-10-17 13:43:00,1,131.94,53,3,5,5,Regular customers
17786.0,2011-09-15 12:51:00,2,278.74,85,4,4,4,High-value customers
17787.0,2011-07-10 11:24:00,4,1865.19,153,4,2,2,New customers
17788.0,2011-09-27 10:09:00,2,1117.9,74,4,4,2,Loyal customers
17789.0,2011-03-03 13:14:00,1,225.9,281,5,5,5,High-value customers
17790.0,2011-11-13 11:30:00,14,1965.55,27,2,1,2,Inactive customers
17791.0,2011-11-10 12:09:00,1,106.1,30,2,5,5,Regular customers
17793.0,2011-11-14 14:24:00,1,323.04,25,2,5,4,Regular customers
17795.0,2011-06-13 12:36:00,2,350.39,180,5,4,4,High-value customers
17796.0,2011-10-30 15:38:00,4,697.9,40,3,2,3,Inactive customers
17797.0,2011-11-17 13:21:00,3,780.43,22,2,3,3,Regular customers
17799.0,2011-11-17 15:16:00,10,3055.93,22,2,1,1,Inactive customers
17800.0,2011-11-02 12:57:00,9,1199.01,37,3,1,2,Inactive customers
17802.0,2011-09-18 14:56:00,3,1285.04,82,4,3,2,Inactive customers
17805.0,2011-09-27 11:49:00,1,512.31,74,4,5,3,Loyal customers
17806.0,2011-11-28 14:12:00,1,546.04,11,1,5,3,Regular customers
17809.0,2011-11-23 12:59:00,12,5411.91,16,2,1,1,Inactive customers
17811.0,2011-12-05 13:46:00,39,7837.7300000000005,4,1,1,1,Inactive customers
17812.0,2011-11-27 11:47:00,4,732.16,13,1,2,3,At-risk customers
17813.0,2011-11-25 16:13:00,5,1770.8799999999999,14,2,2,2,At-risk customers
