InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
567064,23135,Unknown,27,2011-09-16 11:51:00,0.0,Unknown,United Kingdom
567113,85215,Damaged,-29,2011-09-16 13:39:00,0.0,Unknown,United Kingdom
567125,21246,Damaged,-2,2011-09-16 13:49:00,0.0,Unknown,United Kingdom
567127,85230E,Damaged,-48,2011-09-16 14:01:00,0.0,Unknown,United Kingdom
567129,72127,Found Box,24,2011-09-16 14:05:00,0.0,Unknown,United Kingdom
567131,21830,Damaged,192,2011-09-16 14:13:00,0.0,Unknown,United Kingdom
567132,21830,Oops ! Adjustment,-384,2011-09-16 14:14:00,0.0,Unknown,United Kingdom
567133,85185B,Found In W/hse,50,2011-09-16 14:17:00,0.0,Unknown,United Kingdom
567137,84929,Found,600,2011-09-16 14:39:00,0.0,Unknown,United Kingdom
567143,21179,Damaged,-14,2011-09-16 15:02:00,0.0,Unknown,United Kingdom
567149,35607B,Thrown Away,-9,2011-09-16 15:29:00,0.0,Unknown,United Kingdom
567150,35817P,Thrown Away,-44,2011-09-16 15:29:00,0.0,Unknown,United Kingdom
567151,35815P,Unknown,34,2011-09-16 15:51:00,0.0,Unknown,United Kingdom
567152,35598C,Found,3,2011-09-16 15:58:00,0.0,Unknown,United Kingdom
567201,23084,Website Fixed,110,2011-09-19 10:28:00,0.0,Unknown,United Kingdom
567207,35592T,Unknown,4,2011-09-19 11:01:00,0.0,Unknown,United Kingdom
567208,35597D,Unknown,2,2011-09-19 11:01:00,0.0,Unknown,United Kingdom
567335,35965,Unknown,6,2011-09-19 14:55:00,0.0,Unknown,United Kingdom
567337,35965,Unknown,5,2011-09-19 14:56:00,0.0,Unknown,United Kingdom
567363,23028,Unknown,-49,2011-09-19 16:58:00,0.0,Unknown,United Kingdom
567364,22925,Unknown,-20,2011-09-19 16:58:00,0.0,Unknown,United Kingdom
567366,21174,Unknown,-138,2011-09-19 16:59:00,0.0,Unknown,United Kingdom
567367,17012A,Unknown,-86,2011-09-19 17:15:00,0.0,Unknown,United Kingdom
567371,22084,Unknown,7,2011-09-20 09:24:00,0.0,Unknown,United Kingdom
567629,40016,?,-752,2011-09-21 13:21:00,0.0,Unknown,United Kingdom
567645,21447,Unknown,-53,2011-09-21 14:27:00,0.0,Unknown,United Kingdom
567680,23284,Unknown,4,2011-09-21 16:17:00,0.0,Unknown,United Kingdom
567693,85199L,?,-250,2011-09-21 17:26:00,0.0,Unknown,United Kingdom
567694,22665,Unknown,-24,2011-09-21 17:30:00,0.0,Unknown,United Kingdom
567695,22688,Unknown,-42,2011-09-21 17:31:00,0.0,Unknown,United Kingdom
567696,23091,Unknown,-15,2011-09-21 17:32:00,0.0,Unknown,United Kingdom
567719,20980,Unknown,-7,2011-09-22 10:32:00,0.0,Unknown,United Kingdom
567861,35597A,Unknown,-14,2011-09-22 14:01:00,0.0,Unknown,United Kingdom
567862,35591T,Unknown,-4,2011-09-22 14:02:00,0.0,Unknown,United Kingdom
567863,35598A,Unknown,8,2011-09-22 14:03:00,0.0,Unknown,United Kingdom
567918,79163,Damaged,-1,2011-09-22 17:20:00,0.0,Unknown,United Kingdom
567920,84875D,Found,5,2011-09-22 17:21:00,0.0,Unknown,United Kingdom
567921,21089,Damaged,-7,2011-09-22 17:24:00,0.0,Unknown,United Kingdom
567923,37343,Damaged,-2,2011-09-22 17:24:00,0.0,Unknown,United Kingdom
567925,84876D,Damaged,-2,2011-09-22 17:26:00,0.0,Unknown,United Kingdom
567926,84877D,Found,1,2011-09-22 17:27:00,0.0,Unknown,United Kingdom
567927,21654,Damaged,-3,2011-09-22 17:28:00,0.0,Unknown,United Kingdom
567931,84563B,Damaged,-11,2011-09-22 17:38:00,0.0,Unknown,United Kingdom
567932,85213,Unknown,-12,2011-09-22 17:39:00,0.0,Unknown,United Kingdom
567933,84422,Dagamed,-30,2011-09-22 17:49:00,0.0,Unknown,United Kingdom
568052,90209C,Unknown,-3,2011-09-23 12:42:00,0.0,Unknown,United Kingdom
568053,90209C,Unknown,3,2011-09-23 12:44:00,0.0,Unknown,United Kingdom
568079,85197,Unknown,-1,2011-09-23 14:35:00,0.0,Unknown,United Kingdom
568080,44236,Unknown,-2,2011-09-23 14:35:00,0.0,Unknown,United Kingdom
568081,84663A,Unknown,-9,2011-09-23 14:36:00,0.0,Unknown,United Kingdom
568084,84927A,Unknown,-7,2011-09-23 14:38:00,0.0,Unknown,United Kingdom
568085,84912A,Unknown,2,2011-09-23 14:39:00,0.0,Unknown,United Kingdom
568087,85049D,Unknown,-8,2011-09-23 14:40:00,0.0,Unknown,United Kingdom
568088,21641,Unknown,-49,2011-09-23 14:40:00,0.0,Unknown,United Kingdom
568089,22245,Unknown,-37,2011-09-23 14:41:00,0.0,Unknown,United Kingdom
568090,20793,Unknown,-5,2011-09-23 14:41:00,0.0,Unknown,United Kingdom
568091,85211,Unknown,-3,2011-09-23 14:41:00,0.0,Unknown,United Kingdom
568092,23134,Unknown,1,2011-09-23 14:42:00,0.0,Unknown,United Kingdom
568093,20773,Unknown,-9,2011-09-23 14:42:00,0.0,Unknown,United Kingdom
568102,35911A,Unknown,20,2011-09-23 15:34:00,0.0,Unknown,United Kingdom
568158,PADS,Pads To Match All Cushions,1,2011-09-25 12:22:00,0.0,16133.0,United Kingdom
568233,21586,Unknown,-147,2011-09-26 11:37:00,0.0,Unknown,United Kingdom
568302,20700,?,-121,2011-09-26 12:46:00,0.0,Unknown,United Kingdom
568365,84663A,Unknown,30,2011-09-26 15:45:00,0.0,Unknown,United Kingdom
568371,22687,Unknown,-41,2011-09-26 16:48:00,0.0,Unknown,United Kingdom
568372,90082D,Unknown,-19,2011-09-26 16:54:00,0.0,Unknown,United Kingdom
568384,M,Manual,1,2011-09-27 09:46:00,0.0,12748.0,United Kingdom
568401,21394,Damages,-35,2011-09-27 10:30:00,0.0,Unknown,United Kingdom
568403,84905,Unknown,-3,2011-09-27 10:35:00,0.0,Unknown,United Kingdom
568404,22497,Unknown,-17,2011-09-27 10:36:00,0.0,Unknown,United Kingdom
568405,22893,Unknown,-42,2011-09-27 10:36:00,0.0,Unknown,United Kingdom
568406,18094C,Unknown,-67,2011-09-27 10:37:00,0.0,Unknown,United Kingdom
568407,84660A,Unknown,-8,2011-09-27 10:38:00,0.0,Unknown,United Kingdom
568442,37327,Damages,-131,2011-09-27 11:31:00,0.0,Unknown,United Kingdom
568543,84920,Unknown,-21,2011-09-27 14:33:00,0.0,Unknown,United Kingdom
568544,84921,Unknown,5,2011-09-27 14:33:00,0.0,Unknown,United Kingdom
568545,22548,Unknown,-70,2011-09-27 14:34:00,0.0,Unknown,United Kingdom
568546,22409,Unknown,-20,2011-09-27 14:35:00,0.0,Unknown,United Kingdom
568548,21830,Unknown,240,2011-09-27 14:40:00,0.0,Unknown,United Kingdom
568567,46000S,Polyester Filler Pad 40x40cm,320,2011-09-27 18:41:00,0.0,Unknown,United Kingdom
568567,46000M,Polyester Filler Pad 45x45cm,140,2011-09-27 18:41:00,0.0,Unknown,United Kingdom
568724,84816,Damages,-21,2011-09-28 16:27:00,0.0,Unknown,United Kingdom
568725,79000,Unknown,-209,2011-09-28 16:28:00,0.0,Unknown,United Kingdom
568946,22740,Adjustment,89,2011-09-29 15:01:00,0.0,Unknown,United Kingdom
568948,20984,Found,120,2011-09-29 15:13:00,0.0,Unknown,United Kingdom
569083,23084,Unknown,3,2011-09-30 11:56:00,0.0,Unknown,United Kingdom
569098,21098,Damages?,-231,2011-09-30 12:09:00,0.0,Unknown,United Kingdom
569102,21098,Unknown,-129,2011-09-30 12:25:00,0.0,Unknown,United Kingdom
569121,21244,Unknown,-38,2011-09-30 13:03:00,0.0,Unknown,United Kingdom
569131,22927,Damaged,-5,2011-09-30 13:49:00,0.0,Unknown,United Kingdom
569135,21349,Unknown,5,2011-09-30 14:20:00,0.0,Unknown,United Kingdom
569256,20774,Damaged,-14,2011-10-03 11:15:00,0.0,Unknown,United Kingdom
569335,84660A,Damaged,-15,2011-10-03 13:57:00,0.0,Unknown,United Kingdom
569341,82600,Historic Computer Difference?....se,-458,2011-10-03 14:19:00,0.0,Unknown,United Kingdom
569347,85086A,Unknown,-6,2011-10-03 14:38:00,0.0,Unknown,United Kingdom
569375,22829,Unknown,3,2011-10-03 16:29:00,0.0,Unknown,United Kingdom
569376,85106,Unknown,-9,2011-10-03 16:29:00,0.0,Unknown,United Kingdom
569377,22784,Unknown,-14,2011-10-03 16:30:00,0.0,Unknown,United Kingdom
569378,72799F,Unknown,-5,2011-10-03 16:31:00,0.0,Unknown,United Kingdom
569379,16015,Unknown,-69,2011-10-03 16:33:00,0.0,Unknown,United Kingdom
569380,21809,Unknown,-140,2011-10-03 16:40:00,0.0,Unknown,United Kingdom
569381,84660A,Unknown,15,2011-10-03 16:44:00,0.0,Unknown,United Kingdom
569391,84625C,Unknown,-32,2011-10-03 17:13:00,0.0,Unknown,United Kingdom
569392,47504K,Unknown,-275,2011-10-03 17:15:00,0.0,Unknown,United Kingdom
569393,23152,Unknown,-23,2011-10-03 17:15:00,0.0,Unknown,United Kingdom
569394,21163,Unknown,-70,2011-10-03 17:16:00,0.0,Unknown,United Kingdom
569458,20984,Unknown,58,2011-10-04 11:31:00,0.0,Unknown,United Kingdom
569463,23268,Lighthouse Trading Zero Invc Incorr,192,2011-10-04 11:39:00,0.0,Unknown,United Kingdom
569464,23268,Incorrect Stock Entry.,-1440,2011-10-04 11:40:00,0.0,Unknown,United Kingdom
569465,23269,Incorrect Stock Entry.,-1440,2011-10-04 11:41:00,0.0,Unknown,United Kingdom
569466,23270,Incorrect Stock Entry.,-2880,2011-10-04 11:42:00,0.0,Unknown,United Kingdom
569517,23084,Unknown,14,2011-10-04 14:14:00,0.0,Unknown,United Kingdom
569540,21586,Unknown,96,2011-10-04 16:05:00,0.0,Unknown,United Kingdom
569541,21587,Unknown,48,2011-10-04 16:06:00,0.0,Unknown,United Kingdom
569578,23084,Unknown,5,2011-10-05 11:06:00,0.0,Unknown,United Kingdom
569657,84944,Michel Oops,22,2011-10-05 12:59:00,0.0,Unknown,United Kingdom
569681,84944,Unknown,25,2011-10-05 14:31:00,0.0,Unknown,United Kingdom
569716,22778,Glass Cloche Small,2,2011-10-06 08:17:00,0.0,15804.0,United Kingdom
569817,21870,Unknown,-26,2011-10-06 12:09:00,0.0,Unknown,United Kingdom
569830,23343,Wrongly Coded 20713,800,2011-10-06 12:38:00,0.0,Unknown,United Kingdom
569831,20713,Wrongly Coded-23343,-800,2011-10-06 12:38:00,0.0,Unknown,United Kingdom
569854,35954,Counted,-430,2011-10-06 14:26:00,0.0,Unknown,United Kingdom
569855,23412,?,-30,2011-10-06 14:27:00,0.0,Unknown,United Kingdom
569874,90180A,Stock Check,-32,2011-10-06 15:06:00,0.0,Unknown,United Kingdom
569875,90195A,Check,-45,2011-10-06 15:07:00,0.0,Unknown,United Kingdom
569876,90210D,Check,-28,2011-10-06 15:08:00,0.0,Unknown,United Kingdom
569877,90210C,Unknown,-10,2011-10-06 15:09:00,0.0,Unknown,United Kingdom
569878,90057,Crushed Boxes,-380,2011-10-06 15:12:00,0.0,Unknown,United Kingdom
569879,90012B,Check,-5,2011-10-06 15:13:00,0.0,Unknown,United Kingdom
569880,90012A,Stock Check,-18,2011-10-06 15:14:00,0.0,Unknown,United Kingdom
569881,90014C,Unknown,-8,2011-10-06 15:14:00,0.0,Unknown,United Kingdom
569882,90014B,Unknown,-1,2011-10-06 15:15:00,0.0,Unknown,United Kingdom
569883,90014A,Check,-12,2011-10-06 15:16:00,0.0,Unknown,United Kingdom
569884,90164B,Unknown,-14,2011-10-06 15:16:00,0.0,Unknown,United Kingdom
569885,90164A,Unknown,-15,2011-10-06 15:17:00,0.0,Unknown,United Kingdom
569886,90191,??,-60,2011-10-06 15:24:00,0.0,Unknown,United Kingdom
569895,23348,Unknown,420,2011-10-06 15:55:00,0.0,Unknown,United Kingdom
569924,22837,Unknown,9,2011-10-06 17:44:00,0.0,Unknown,United Kingdom
569925,21067,Unknown,6,2011-10-06 17:45:00,0.0,Unknown,United Kingdom
569926,35815P,Unknown,6,2011-10-06 17:45:00,0.0,Unknown,United Kingdom
569927,22171,Unknown,9,2011-10-06 17:45:00,0.0,Unknown,United Kingdom
569928,22062,Unknown,16,2011-10-06 17:49:00,0.0,Unknown,United Kingdom
569929,22084,Unknown,2,2011-10-06 17:50:00,0.0,Unknown,United Kingdom
569930,35914,Unknown,2,2011-10-06 17:50:00,0.0,Unknown,United Kingdom
569931,37370,Unknown,18,2011-10-06 17:50:00,0.0,Unknown,United Kingdom
569933,84849D,Unknown,101,2011-10-06 17:51:00,0.0,Unknown,United Kingdom
569934,85049D,Unknown,1,2011-10-06 17:51:00,0.0,Unknown,United Kingdom
569935,90209B,Unknown,1,2011-10-06 17:52:00,0.0,Unknown,United Kingdom
569937,90209C,Unknown,1,2011-10-06 17:52:00,0.0,Unknown,United Kingdom
569947,22062,Unknown,20,2011-10-06 18:20:00,0.0,Unknown,United Kingdom
570013,21395,Unknown,-38,2011-10-07 09:55:00,0.0,Unknown,United Kingdom
570015,21394,Unknown,42,2011-10-07 09:56:00,0.0,Unknown,United Kingdom
570065,22688,Unknown,2,2011-10-07 11:07:00,0.0,Unknown,United Kingdom
570110,22570,?,-74,2011-10-07 12:27:00,0.0,Unknown,United Kingdom
570112,22569,?,-84,2011-10-07 12:29:00,0.0,Unknown,United Kingdom
570120,22570,Unknown,6,2011-10-07 12:49:00,0.0,Unknown,United Kingdom
570185,21090,Wet/mouldy,-192,2011-10-07 14:56:00,0.0,Unknown,United Kingdom
570193,22449,Can't Find,-125,2011-10-07 15:32:00,0.0,Unknown,United Kingdom
570198,47504K,Unknown,72,2011-10-07 15:50:00,0.0,Unknown,United Kingdom
570259,22336,Unknown,-114,2011-10-10 09:59:00,0.0,Unknown,United Kingdom
570260,35933,Unknown,-34,2011-10-10 10:00:00,0.0,Unknown,United Kingdom
570261,35933,Unknown,10,2011-10-10 10:00:00,0.0,Unknown,United Kingdom
570262,35954,Unknown,-80,2011-10-10 10:00:00,0.0,Unknown,United Kingdom
570263,23412,Unknown,2,2011-10-10 10:00:00,0.0,Unknown,United Kingdom
570264,21288,Unknown,-22,2011-10-10 10:03:00,0.0,Unknown,United Kingdom
570294,84249A,Damaged,-25,2011-10-10 12:00:00,0.0,Unknown,United Kingdom
570403,47574A,Check,-61,2011-10-10 12:45:00,0.0,Unknown,United Kingdom
570440,21424,Damages,-40,2011-10-10 14:31:00,0.0,Unknown,United Kingdom
570451,37467,Unknown,15,2011-10-10 15:15:00,0.0,Unknown,United Kingdom
570518,23268,Unknown,4,2011-10-11 10:41:00,0.0,Unknown,United Kingdom
570519,21244,Unknown,5,2011-10-11 10:42:00,0.0,Unknown,United Kingdom
570520,23412,Unknown,2,2011-10-11 10:43:00,0.0,Unknown,United Kingdom
570595,21823,Check,-94,2011-10-11 11:47:00,0.0,Unknown,United Kingdom
570596,21803,Check,-38,2011-10-11 11:48:00,0.0,Unknown,United Kingdom
570599,84596G,??,-365,2011-10-11 12:00:00,0.0,Unknown,United Kingdom
570645,84247E,Unknown,24,2011-10-11 12:44:00,0.0,Unknown,United Kingdom
570691,85231G,Check,-110,2011-10-11 16:44:00,0.0,Unknown,United Kingdom
570709,21098,Unknown,19,2011-10-12 10:13:00,0.0,Unknown,United Kingdom
570710,21918,Unknown,10,2011-10-12 10:13:00,0.0,Unknown,United Kingdom
570711,21622,Damages,-45,2011-10-12 10:14:00,0.0,Unknown,United Kingdom
570712,22121,?,-90,2011-10-12 10:15:00,0.0,Unknown,United Kingdom
570822,22501,Found,24,2011-10-12 12:52:00,0.0,Unknown,United Kingdom
570860,16168M,Found,44,2011-10-12 15:25:00,0.0,Unknown,United Kingdom
570868,21311,Unknown,96,2011-10-12 16:18:00,0.0,Unknown,United Kingdom
570869,79164,Unknown,36,2011-10-12 16:21:00,0.0,Unknown,United Kingdom
570873,23322,Mouldy,-40,2011-10-12 16:41:00,0.0,Unknown,United Kingdom
570874,23020,Smashed,-4,2011-10-12 16:42:00,0.0,Unknown,United Kingdom
571010,22848,Unknown,-16,2011-10-13 12:13:00,0.0,Unknown,United Kingdom
571011,21078,Unknown,-207,2011-10-13 12:13:00,0.0,Unknown,United Kingdom
571012,21402,Unknown,-147,2011-10-13 12:15:00,0.0,Unknown,United Kingdom
571013,23306,Unknown,-104,2011-10-13 12:16:00,0.0,Unknown,United Kingdom
571016,84596G,Unknown,288,2011-10-13 12:17:00,0.0,Unknown,United Kingdom
571024,22812,?,-270,2011-10-13 12:18:00,0.0,Unknown,United Kingdom
571027,72816,Unknown,-36,2011-10-13 12:19:00,0.0,Unknown,United Kingdom
571035,M,Manual,1,2011-10-13 12:50:00,0.0,12446.0,RSA
571037,20669,Unknown,-25,2011-10-13 12:58:00,0.0,Unknown,United Kingdom
571042,23306,Unknown,48,2011-10-13 13:04:00,0.0,Unknown,United Kingdom
571112,22637,Damages,-65,2011-10-13 17:36:00,0.0,Unknown,United Kingdom
571113,21407,Unknown,-19,2011-10-13 17:37:00,0.0,Unknown,United Kingdom
571114,23159,Unknown,-99,2011-10-13 17:40:00,0.0,Unknown,United Kingdom
571115,82567,Unknown,-73,2011-10-13 17:40:00,0.0,Unknown,United Kingdom
571116,23131,?,-49,2011-10-13 17:46:00,0.0,Unknown,United Kingdom
571124,72802A,Wet Pallet-thrown Away,-306,2011-10-14 09:36:00,0.0,Unknown,United Kingdom
571126,72802A,?,-50,2011-10-14 09:53:00,0.0,Unknown,United Kingdom
571128,72802A,Had Been Put Aside.,54,2011-10-14 10:03:00,0.0,Unknown,United Kingdom
571130,72802C,Check,-37,2011-10-14 10:05:00,0.0,Unknown,United Kingdom
571131,72802B,Check,-51,2011-10-14 10:13:00,0.0,Unknown,United Kingdom
571198,21190,Unknown,48,2011-10-14 12:16:00,0.0,Unknown,United Kingdom
571249,23084,Unknown,6,2011-10-14 16:25:00,0.0,Unknown,United Kingdom
571254,23427,Damaged,-2,2011-10-14 17:07:00,0.0,Unknown,United Kingdom
571458,21761,Damaged,-2,2011-10-17 14:02:00,0.0,Unknown,United Kingdom
571459,20839,Damages,-80,2011-10-17 14:03:00,0.0,Unknown,United Kingdom
571460,46775D,Unknown,6,2011-10-17 14:06:00,0.0,Unknown,United Kingdom
571633,20713,Found,100,2011-10-18 11:27:00,0.0,Unknown,United Kingdom
571674,23702,Unknown,100,2011-10-18 13:22:00,0.0,Unknown,United Kingdom
571686,22149,Damages,-40,2011-10-18 14:22:00,0.0,Unknown,United Kingdom
571687,22149,Check,-46,2011-10-18 14:23:00,0.0,Unknown,United Kingdom
571688,22149,Unknown,46,2011-10-18 14:24:00,0.0,Unknown,United Kingdom
571689,85135B,Unknown,-27,2011-10-18 14:28:00,0.0,Unknown,United Kingdom
571704,23579,Sale Error,4,2011-10-18 15:15:00,0.0,Unknown,United Kingdom
571718,21801,Unknown,5,2011-10-18 17:29:00,0.0,Unknown,United Kingdom
571719,22729,Unknown,7,2011-10-18 17:29:00,0.0,Unknown,United Kingdom
571720,85211,Unknown,3,2011-10-18 17:29:00,0.0,Unknown,United Kingdom
571721,21738,Unknown,2,2011-10-18 17:30:00,0.0,Unknown,United Kingdom
571722,22062,Unknown,1,2011-10-18 17:30:00,0.0,Unknown,United Kingdom
571723,85211,Unknown,-1,2011-10-18 17:30:00,0.0,Unknown,United Kingdom
571731,21911,Unknown,1,2011-10-19 09:51:00,0.0,Unknown,United Kingdom
571915,21627,Check,-32,2011-10-19 15:34:00,0.0,Unknown,United Kingdom
572239,84247E,Unknown,1,2011-10-21 15:15:00,0.0,Unknown,United Kingdom
572341,85036A,Unknown,-82,2011-10-24 10:36:00,0.0,Unknown,United Kingdom
572345,20713,Found,100,2011-10-24 10:53:00,0.0,Unknown,United Kingdom
572468,72803A,Damages,-160,2011-10-24 13:30:00,0.0,Unknown,United Kingdom
572476,20665,Dotcom,21,2011-10-24 13:39:00,0.0,Unknown,United Kingdom
572477,20665,Adjustment,-15,2011-10-24 13:39:00,0.0,Unknown,United Kingdom
572480,22049,Damaged,-100,2011-10-24 13:44:00,0.0,Unknown,United Kingdom
572510,20967,Amazon Adjustment,1,2011-10-24 14:27:00,0.0,Unknown,United Kingdom
572514,20774,Unknown,-4,2011-10-24 14:36:00,0.0,Unknown,United Kingdom
572516,22336,Damaged,-71,2011-10-24 14:45:00,0.0,Unknown,United Kingdom
572527,20984,Damaged,-46,2011-10-24 15:35:00,0.0,Unknown,United Kingdom
572533,84877D,Unknown,-1,2011-10-24 16:06:00,0.0,Unknown,United Kingdom
572534,35597D,Unknown,-2,2011-10-24 16:07:00,0.0,Unknown,United Kingdom
572536,21294,Unknown,-8,2011-10-24 16:08:00,0.0,Unknown,United Kingdom
572537,37327,Unknown,2,2011-10-24 16:09:00,0.0,Unknown,United Kingdom
572539,79030D,Unknown,13,2011-10-24 16:10:00,0.0,Unknown,United Kingdom
572543,22570,Unknown,-32,2011-10-24 16:24:00,0.0,Unknown,United Kingdom
572547,20713,Wrongly Marked 23343,200,2011-10-24 17:01:00,0.0,Unknown,United Kingdom
572548,23343,20713 Wrongly Marked,-200,2011-10-24 17:01:00,0.0,Unknown,United Kingdom
572557,22427,Damages,-29,2011-10-24 17:44:00,0.0,Unknown,United Kingdom
572564,40016,Unknown,-108,2011-10-25 09:56:00,0.0,Unknown,United Kingdom
572614,23595,Adjustment,5,2011-10-25 11:38:00,0.0,Unknown,United Kingdom
572615,23595,Re-adjustment,-5,2011-10-25 11:39:00,0.0,Unknown,United Kingdom
572684,23029,Damages,-20,2011-10-25 14:00:00,0.0,Unknown,United Kingdom
572685,23032,Damages,-60,2011-10-25 14:01:00,0.0,Unknown,United Kingdom
572686,23118,Breakages,-30,2011-10-25 14:03:00,0.0,Unknown,United Kingdom
572687,20840,Damages,-30,2011-10-25 14:05:00,0.0,Unknown,United Kingdom
572689,84969,Check,-50,2011-10-25 14:13:00,0.0,Unknown,United Kingdom
572690,21539,Damages?,-111,2011-10-25 14:14:00,0.0,Unknown,United Kingdom
572691,22426,Check,-15,2011-10-25 14:15:00,0.0,Unknown,United Kingdom
572692,21071,Check,-82,2011-10-25 14:16:00,0.0,Unknown,United Kingdom
572693,35810A,Check,-78,2011-10-25 14:20:00,0.0,Unknown,United Kingdom
572694,35810B,Unknown,12,2011-10-25 14:21:00,0.0,Unknown,United Kingdom
572697,22087,Amazon,6,2011-10-25 14:24:00,0.0,Unknown,United Kingdom
572698,82613A,Amazon,1,2011-10-25 14:25:00,0.0,Unknown,United Kingdom
572699,72818,Unknown,-48,2011-10-25 14:26:00,0.0,Unknown,United Kingdom
572700,72818,Unknown,1,2011-10-25 14:26:00,0.0,Unknown,United Kingdom
572701,85078,Missing,-840,2011-10-25 14:31:00,0.0,Unknown,United Kingdom
572702,37479P,??,-184,2011-10-25 14:33:00,0.0,Unknown,United Kingdom
572716,22829,Unknown,2,2011-10-25 14:46:00,0.0,Unknown,United Kingdom
572723,21829,Adjustment,12,2011-10-25 15:13:00,0.0,Unknown,United Kingdom
572724,84507C,Adjustment,4,2011-10-25 15:14:00,0.0,Unknown,United Kingdom
572725,20754,Found,57,2011-10-25 15:14:00,0.0,Unknown,United Kingdom
572731,35914,Unknown,2,2011-10-25 15:20:00,0.0,Unknown,United Kingdom
572739,21578,Found,16,2011-10-25 15:44:00,0.0,Unknown,United Kingdom
572740,22687,Adjustment,1,2011-10-25 15:45:00,0.0,Unknown,United Kingdom
572748,21824,Check,-103,2011-10-25 16:50:00,0.0,Unknown,United Kingdom
572749,22572,??,-335,2011-10-25 16:52:00,0.0,Unknown,United Kingdom
572759,37468,Unknown,-2,2011-10-25 18:45:00,0.0,Unknown,United Kingdom
572890,20713,Marked As 23343,400,2011-10-26 14:14:00,0.0,Unknown,United Kingdom
572891,23343,20713,-400,2011-10-26 14:14:00,0.0,Unknown,United Kingdom
572893,21208,Pastel Colour Honeycomb Fan,5,2011-10-26 14:36:00,0.0,18059.0,United Kingdom
572898,22180,Unknown,-15,2011-10-26 14:50:00,0.0,Unknown,United Kingdom
572919,72802C,Check,-17,2011-10-26 16:49:00,0.0,Unknown,United Kingdom
572920,72803A,?,117,2011-10-26 16:52:00,0.0,Unknown,United Kingdom
572996,23462,Damages,-34,2011-10-27 11:22:00,0.0,Unknown,United Kingdom
573107,21794,Adjustment,10,2011-10-27 15:06:00,0.0,Unknown,United Kingdom
573114,20713,Wrongly Coded 23343,1000,2011-10-27 15:36:00,0.0,Unknown,United Kingdom
573115,23343,Wrongly Coded 20713,-1000,2011-10-27 15:37:00,0.0,Unknown,United Kingdom
573118,85032D,Damaged,-1,2011-10-27 16:19:00,0.0,Unknown,United Kingdom
573120,72816,Unknown,-1,2011-10-27 16:21:00,0.0,Unknown,United Kingdom
573169,35600A,Found By Jackie,1,2011-10-28 09:56:00,0.0,Unknown,United Kingdom
573170,21174,Found,71,2011-10-28 09:59:00,0.0,Unknown,United Kingdom
573254,85135C,Damages,-49,2011-10-28 12:18:00,0.0,Unknown,United Kingdom
573255,85135B,Check,3,2011-10-28 12:18:00,0.0,Unknown,United Kingdom
573256,85135A,Unknown,12,2011-10-28 12:19:00,0.0,Unknown,United Kingdom
573258,85136C,Damages,-36,2011-10-28 12:19:00,0.0,Unknown,United Kingdom
573259,85136A,Damages,-77,2011-10-28 12:20:00,0.0,Unknown,United Kingdom
573293,21181,Adjustment,10,2011-10-28 15:14:00,0.0,Unknown,United Kingdom
573317,21804,Unknown,-84,2011-10-28 18:09:00,0.0,Unknown,United Kingdom
573318,84944,Unknown,-47,2011-10-28 18:11:00,0.0,Unknown,United Kingdom
573463,17012B,Check,-70,2011-10-31 10:56:00,0.0,Unknown,United Kingdom
573482,21181,Check,-54,2011-10-31 11:20:00,0.0,Unknown,United Kingdom
573487,23400,Check,-19,2011-10-31 11:46:00,0.0,Unknown,United Kingdom
573488,23400,Unknown,1,2011-10-31 11:47:00,0.0,Unknown,United Kingdom
573489,85035B,Check,-36,2011-10-31 11:48:00,0.0,Unknown,United Kingdom
573490,85035A,Check,-59,2011-10-31 11:55:00,0.0,Unknown,United Kingdom
573491,21618,Check,-54,2011-10-31 11:56:00,0.0,Unknown,United Kingdom
573493,21619,Check,-94,2011-10-31 11:57:00,0.0,Unknown,United Kingdom
573494,47503H,Check,-24,2011-10-31 11:57:00,0.0,Unknown,United Kingdom
573495,22117,Check,184,2011-10-31 11:58:00,0.0,Unknown,United Kingdom
573497,21642,Check,-138,2011-10-31 12:00:00,0.0,Unknown,United Kingdom
573498,21636,Check,-22,2011-10-31 12:00:00,0.0,Unknown,United Kingdom
573499,21192,Check,-164,2011-10-31 12:01:00,0.0,Unknown,United Kingdom
573503,22595,Check,-80,2011-10-31 12:03:00,0.0,Unknown,United Kingdom
573505,85208,Check,-22,2011-10-31 12:09:00,0.0,Unknown,United Kingdom
573547,84818,Damages,-70,2011-10-31 13:21:00,0.0,Unknown,United Kingdom
573590,79323G,"Unsaleable, Destroyed.",-657,2011-10-31 15:15:00,0.0,Unknown,United Kingdom
573591,79323B,"Unsaleable, Destroyed.",-1671,2011-10-31 15:15:00,0.0,Unknown,United Kingdom
573592,79323GR,"Unsaleable, Destroyed.",-1158,2011-10-31 15:16:00,0.0,Unknown,United Kingdom
573593,79323LP,"Unsaleable, Destroyed.",-2618,2011-10-31 15:16:00,0.0,Unknown,United Kingdom
573594,79323P,"Unsaleable, Destroyed.",-2003,2011-10-31 15:16:00,0.0,Unknown,United Kingdom
573595,79323S,"Unsaleable, Destroyed.",-674,2011-10-31 15:17:00,0.0,Unknown,United Kingdom
573596,79323W,"Unsaleable, Destroyed.",-4830,2011-10-31 15:17:00,0.0,Unknown,United Kingdom
